,listing_id,farmer_id,country,region,crop_type,quality_grade,harvest_date,listing_date,quantity_kg,ask_price_usd_per_kg,lat_cell,lon_cell,shelf_life_days_effective,days_since_harvest,spoilage_risk_score,lot_id,total_quantity_kg,weighted_avg_ask_price_usd_per_kg,avg_spoilage_risk_score,max_days_since_harvest,recommended_discount_pct,recommended_price_usd_per_kg,priority,order_id,match_score,decision,region_match,required_quantity_kg,min_quality_grade,max_days_since_harvest.1,target_price_usd_per_kg,baseline_shelf_life_days,medium_risk_day,high_risk_day,match_status
4665,L104461,F48853449f07a,South Africa,Gauteng,Mangoes,B,2026-02-13,2026-02-13,116,1.45,-29.52,22.3,7.0,6,0.914,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4666,L104462,F2d4da012f964,Kenya,Mombasa,Carrots,A,2026-02-07,2026-02-10,310,0.77,-0.16,39.19,31.1,12,0.462,LOT00051,545.0,0.87,0.376,12.0,0.0,0.87,LOW,,,,,,,,,28,17,24,Not Matched
4667,L104463,F379e5db6ffff,Nigeria,Oyo,Onions,A,2026-01-31,2026-01-31,157,0.62,7.27,8.48,33.3,19,0.522,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4668,L104464,F227c2fb2a7ab,South Africa,Western Cape,Cucumbers,B,2026-02-18,2026-02-19,70,1.03,-31.15,23.58,7.0,1,0.179,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4669,L104465,Fe170532c57d8,South Africa,Limpopo,Bell Peppers,A,2026-02-17,2026-02-19,79,1.71,-29.59,22.96,11.1,2,0.218,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4670,L104466,F7b04efd0686f,Nigeria,FCT,Bananas,A,2026-02-16,2026-02-17,126,0.69,10.13,7.7,6.7,3,0.49,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4671,L104467,Fd836e059d720,Nigeria,Kaduna,Tomatoes,A,2026-02-10,2026-02-10,106,1.25,10.7,9.26,7.8,9,0.977,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4672,L104468,F4d799172e2fa,Kenya,Nakuru,Cucumbers,A,2026-02-13,2026-02-16,148,0.94,0.05,38.61,7.8,6,0.773,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4673,L104469,Fe96dc2b98e2e,Kenya,Mombasa,Carrots,C,2026-01-27,2026-01-27,57,0.6,0.39,35.46,24.3,23,0.979,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4674,L104470,F72d41ad1ad0d,Kenya,Mombasa,Potatoes,A,2026-01-26,2026-01-27,260,0.54,0.16,36.44,50.0,24,0.448,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4675,L104471,F4cdc1731022d,Nigeria,Rivers,Mangoes,A,2026-02-14,2026-02-17,96,1.36,8.77,8.35,7.8,5,0.66,LOT00343,585.0,1.33,0.685,6.0,0.15,1.13,HIGH,,,,,,,,,7,4,6,Not Matched
4676,L104472,Fa4b06a2be8b7,South Africa,Limpopo,Tomatoes,C,2026-02-11,2026-02-14,113,0.93,-28.46,23.12,6.1,8,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4677,L104473,Fe3d55a890f5c,Nigeria,Kaduna,Potatoes,B,2026-01-08,2026-01-11,84,0.5,7.69,8.64,45.0,42,1.0,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4678,L104474,Fd836e059d720,Nigeria,Kaduna,Bananas,A,2026-02-14,2026-02-14,78,0.78,8.61,8.27,6.7,5,0.701,LOT00188,600.0,0.7,0.811,6.0,0.15,0.6,HIGH,,,,,,,,,6,4,5,Not Matched
4679,L104475,F9a2e148b00eb,Kenya,Nakuru,Bell Peppers,C,2026-02-16,2026-02-16,102,1.15,1.0,37.29,8.7,3,0.278,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4680,L104476,F0674395dc688,Kenya,Mombasa,Onions,A,2026-01-15,2026-01-17,83,0.69,1.37,37.57,33.3,35,0.995,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4681,L104477,Fc11b405205f4,Kenya,Nakuru,Onions,A,2026-02-07,2026-02-09,100,0.73,-0.97,37.71,33.3,12,0.375,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4682,L104478,Fa53556ed02d2,Kenya,Nakuru,Onions,B,2026-01-31,2026-02-02,199,0.46,-0.6,34.83,30.0,19,0.603,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4683,L104479,F7e0055f897d0,South Africa,Eastern Cape,Bananas,B,2026-02-18,2026-02-21,62,0.66,-29.56,21.55,6.0,1,0.135,LOT00362,500.0,0.86,0.265,2.0,0.0,0.86,LOW,,,,,,,,,6,4,5,Not Matched
4684,L104480,F9aaad28326c9,South Africa,Eastern Cape,Carrots,B,2026-02-07,2026-02-07,111,0.86,-31.02,22.2,28.0,12,0.433,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4685,L104481,Fd30a7ba58fe4,Kenya,Uasin Gishu,Mangoes,B,2026-02-14,2026-02-15,352,1.4,-0.62,39.67,7.0,5,0.714,LOT00144,549.0,1.35,0.755,6.0,0.15,1.14,HIGH,O200554,0.631,REVIEW_REQUIRED,1.0,500.0,B,10.0,1.31,7,4,6,REVIEW_REQUIRED
4686,L104482,F8c50bfcc2ff5,Nigeria,Rivers,Leafy Greens,A,2026-02-13,2026-02-13,98,1.81,8.82,7.44,4.4,6,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4687,L104483,F7e0c061c47f1,South Africa,Gauteng,Leafy Greens,C,2026-02-18,2026-02-20,81,1.49,-31.17,23.57,3.5,1,0.267,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4688,L104484,Fc37da56dc1a1,South Africa,Eastern Cape,Leafy Greens,A,2026-02-16,2026-02-19,104,2.0,-31.85,23.29,4.4,3,0.569,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4689,L104485,F72759ea357be,South Africa,Free State,Carrots,A,2026-01-03,2026-01-04,111,1.0,-31.96,23.26,31.1,47,1.0,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4690,L104486,F51ccd9c8e525,Nigeria,Lagos,Leafy Greens,B,2026-02-14,2026-02-14,119,1.46,9.91,7.71,4.0,5,0.996,LOT00272,556.0,1.44,0.995,6.0,0.25,1.08,HIGH,,,,,,,,,4,2,3,Not Matched
4691,L104487,F90d857290f07,South Africa,Free State,Bell Peppers,C,2026-02-14,2026-02-14,67,1.64,-30.4,24.01,8.7,5,0.574,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4692,L104488,Fa8e0971ddffa,South Africa,KwaZulu-Natal,Bell Peppers,B,2026-02-15,2026-02-17,251,1.98,-30.15,21.94,10.0,4,0.339,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4693,L104489,F65ffe8920159,Nigeria,Lagos,Carrots,A,2026-01-17,2026-01-20,179,0.58,10.15,9.17,31.1,33,1.0,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4694,L104490,F52e516382984,Nigeria,Oyo,Leafy Greens,B,2026-02-11,2026-02-14,120,1.24,10.6,6.61,4.0,8,0.995,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4695,L104491,F9aaad28326c9,South Africa,Eastern Cape,Potatoes,A,2026-01-26,2026-01-29,81,0.62,-30.17,22.29,50.0,24,0.462,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4696,L104492,F72d9b383f8c8,South Africa,Limpopo,Cucumbers,A,2026-02-13,2026-02-16,99,1.02,-30.39,23.67,7.8,6,0.819,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4697,L104493,F7b722e6f31f9,Kenya,Kiambu,Potatoes,A,2026-02-14,2026-02-15,95,0.66,-1.12,37.73,50.0,5,0.146,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4698,L104494,F7b3067083795,Nigeria,Kano,Mangoes,A,2026-02-14,2026-02-16,82,1.54,8.5,7.9,7.8,5,0.62,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4699,L104495,Fe33982f97bcd,Nigeria,Kano,Bananas,C,2026-02-18,2026-02-18,234,0.61,7.99,9.1,5.2,1,0.164,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4700,L104496,F4fee0840bee9,Nigeria,Kaduna,Bananas,B,2026-02-15,2026-02-17,178,0.62,10.18,10.69,6.0,4,0.655,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4701,L104497,F35eb6462743a,South Africa,Limpopo,Mangoes,A,2026-02-07,2026-02-08,150,1.7,-30.71,23.22,7.8,12,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4702,L104498,Fd0b2864414fa,Nigeria,Kano,Carrots,A,2026-02-06,2026-02-07,135,0.59,9.98,9.32,31.1,13,0.418,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4703,L104499,Ff7546f5c0450,Kenya,Nakuru,Leafy Greens,B,2026-02-17,2026-02-19,215,1.33,-0.53,37.51,4.0,2,0.482,LOT00125,544.0,1.52,0.466,2.0,0.08,1.4,MEDIUM,,,,,,,,,4,2,3,Not Matched
4704,L104500,F72759ea357be,South Africa,Free State,Leafy Greens,A,2026-02-14,2026-02-16,67,2.15,-33.45,21.34,4.4,5,0.999,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4705,L104501,F2a73caaf3622,Kenya,Nakuru,Tomatoes,B,2026-02-16,2026-02-19,118,0.94,-0.69,40.28,7.0,3,0.437,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4706,L104502,Fe62b1d11c49e,Kenya,Nairobi,Bananas,A,2026-02-17,2026-02-18,79,0.64,0.28,35.83,6.7,2,0.262,LOT00072,615.0,0.76,0.152,2.0,0.0,0.76,LOW,,,,,,,,,6,4,5,Not Matched
4707,L104503,Fe8b6233e3c5b,Kenya,Mombasa,Bananas,B,2026-02-15,2026-02-15,84,0.75,-0.41,37.04,6.0,4,0.634,LOT00044,539.0,0.7,0.648,4.0,0.15,0.6,HIGH,,,,,,,,,6,4,5,Not Matched
4708,L104504,F95f1e9d5c959,Nigeria,Kaduna,Bananas,B,2026-02-10,2026-02-12,459,0.68,8.65,7.52,6.0,9,0.954,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4709,L104505,F9a972b34866d,Nigeria,Rivers,Onions,B,2026-01-13,2026-01-16,116,0.64,6.49,10.32,30.0,37,0.992,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4710,L104506,F117a168aec2e,Nigeria,Oyo,Mangoes,B,2026-02-17,2026-02-20,134,1.04,9.27,6.98,7.0,2,0.285,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4711,L104507,Fd0de6e0d4db2,Nigeria,Rivers,Tomatoes,B,2026-02-14,2026-02-14,92,0.87,8.8,9.23,7.0,5,0.714,LOT00357,565.0,0.9,0.81,6.0,0.15,0.76,HIGH,,,,,,,,,7,4,6,Not Matched
4712,L104508,F806230f6732a,Nigeria,Oyo,Leafy Greens,A,2026-02-15,2026-02-15,50,1.46,8.9,8.45,4.4,4,0.827,LOT00309,593.0,1.73,0.801,4.0,0.15,1.47,HIGH,,,,,,,,,4,2,3,Not Matched
4713,L104509,F9133374ccebe,Nigeria,Lagos,Potatoes,C,2026-01-25,2026-01-25,120,0.36,7.75,8.74,39.1,25,0.633,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4714,L104510,F81d3da311aa2,Kenya,Mombasa,Onions,C,2026-01-31,2026-01-31,94,0.57,0.97,36.73,26.1,19,0.722,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4715,L104511,F43000ed193d9,South Africa,Limpopo,Okra,A,2026-02-13,2026-02-15,54,1.48,-30.81,22.83,5.6,6,1.0,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4716,L104512,F608dec08824f,Nigeria,Kano,Bananas,A,2026-02-18,2026-02-20,94,0.71,9.09,8.19,6.7,1,0.071,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4717,L104513,Fd29382f40a50,South Africa,Free State,Potatoes,A,2026-02-13,2026-02-15,198,0.66,-31.43,22.48,50.0,6,0.173,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4718,L104514,F834166397337,Nigeria,FCT,Mangoes,A,2026-02-15,2026-02-17,64,1.5,9.71,7.13,7.8,4,0.601,LOT00171,575.0,1.37,0.511,4.0,0.08,1.26,MEDIUM,,,,,,,,,7,4,6,Not Matched
4719,L104515,F4aad0a192b15,South Africa,KwaZulu-Natal,Bell Peppers,B,2026-02-17,2026-02-18,227,2.08,-30.52,22.6,10.0,2,0.267,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4720,L104516,F5f060cbe45f5,Kenya,Nakuru,Bell Peppers,C,2026-02-17,2026-02-19,57,1.32,1.07,38.22,8.7,2,0.135,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4721,L104517,F8a912b11daff,Kenya,Uasin Gishu,Mangoes,B,2026-02-11,2026-02-14,50,1.08,-0.21,37.57,7.0,8,0.992,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4722,L104518,F922e0bc5d16e,South Africa,Eastern Cape,Leafy Greens,A,2026-02-14,2026-02-17,143,1.91,-31.65,23.7,4.4,5,1.0,LOT00375,521.0,1.97,0.986,6.0,0.25,1.48,HIGH,,,,,,,,,4,2,3,Not Matched
4723,L104519,F2a73caaf3622,Kenya,Nakuru,Carrots,A,2026-02-07,2026-02-10,128,0.77,-0.99,37.65,31.1,12,0.379,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4724,L104520,F4f0f025d6c4c,Nigeria,Kaduna,Tomatoes,C,2026-02-16,2026-02-17,67,0.71,9.87,8.36,6.1,3,0.559,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4725,L104521,F121a580f65f2,Nigeria,Lagos,Okra,A,2026-02-14,2026-02-14,119,1.25,8.73,8.89,5.6,5,0.887,LOT00277,546.0,1.27,0.946,6.0,0.25,0.95,HIGH,,,,,,,,,5,3,4,Not Matched
4726,L104522,F99e5d08e5875,South Africa,Free State,Cucumbers,A,2026-02-15,2026-02-15,161,0.86,-30.3,23.05,7.8,4,0.539,LOT00395,534.0,0.92,0.463,4.0,0.08,0.85,MEDIUM,,,,,,,,,7,4,6,Not Matched
4727,L104523,Faf5367dbad3d,South Africa,KwaZulu-Natal,Bell Peppers,C,2026-02-17,2026-02-19,172,1.93,-31.34,22.51,8.7,2,0.258,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4728,L104524,F4cdc1731022d,Nigeria,Rivers,Potatoes,A,2026-02-07,2026-02-09,91,0.61,9.04,8.51,50.0,12,0.205,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4729,L104525,F43f828133157,Nigeria,FCT,Potatoes,A,2026-01-11,2026-01-12,152,0.62,7.97,8.46,50.0,39,0.764,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4730,L104526,F44e1a1d5477c,Nigeria,Rivers,Mangoes,B,2026-02-16,2026-02-18,76,1.17,8.88,8.8,7.0,3,0.365,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4731,L104527,F0828c4c9097a,Kenya,Nairobi,Potatoes,A,2026-01-28,2026-01-31,78,0.63,-1.88,40.51,50.0,22,0.49,LOT00109,547.0,0.58,0.426,22.0,0.08,0.53,MEDIUM,,,,,,,,,45,27,38,Not Matched
4732,L104528,F646d37892dee,Nigeria,FCT,Onions,B,2026-01-20,2026-01-22,171,0.6,10.17,10.14,30.0,30,1.0,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4733,L104529,Fca2d11c7fd2d,Kenya,Mombasa,Bananas,C,2026-02-18,2026-02-21,203,0.68,1.3,37.88,5.2,1,0.211,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4734,L104530,Fbe5a10666b3f,Kenya,Kiambu,Onions,A,2026-01-29,2026-01-29,348,0.56,0.55,36.94,33.3,21,0.571,LOT00019,544.0,0.6,0.616,21.0,0.15,0.51,HIGH,,,,,,,,,30,18,26,Not Matched
4735,L104531,F2d6bf84847a0,South Africa,Free State,Okra,B,2026-02-16,2026-02-18,50,1.23,-31.69,22.9,5.0,3,0.591,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4736,L104532,F1b599bab53fe,Nigeria,Kaduna,Leafy Greens,A,2026-02-11,2026-02-12,224,1.84,8.78,8.16,4.4,8,1.0,LOT00197,571.0,1.65,0.978,8.0,0.25,1.24,HIGH,,,,,,,,,4,2,3,Not Matched
4737,L104533,F7b3dc4f26c86,Kenya,Nairobi,Carrots,B,2026-02-14,2026-02-14,157,0.74,0.27,37.63,28.0,5,0.273,LOT00081,580.0,0.73,0.232,6.0,0.0,0.73,LOW,,,,,,,,,28,17,24,Not Matched
4738,L104534,F8f1f3657fa42,Kenya,Kiambu,Onions,B,2026-01-10,2026-01-12,79,0.65,-0.17,37.21,30.0,40,0.975,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4739,L104535,Fca4c524f238f,Kenya,Uasin Gishu,Bell Peppers,A,2026-02-18,2026-02-20,73,2.11,1.43,39.55,11.1,1,0.115,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4740,L104536,Ff751986c0686,South Africa,Western Cape,Onions,B,2026-02-01,2026-02-04,117,0.73,-30.13,24.04,30.0,18,0.655,LOT00520,513.0,0.73,0.567,18.0,0.08,0.67,MEDIUM,,,,,,,,,30,18,26,Not Matched
4741,L104537,Fa44aa6abc45b,Nigeria,Kaduna,Bell Peppers,B,2026-02-15,2026-02-17,145,1.82,7.73,9.06,10.0,4,0.358,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4742,L104538,Fe980fd669335,Nigeria,FCT,Leafy Greens,C,2026-02-15,2026-02-16,90,1.36,9.72,9.92,3.5,4,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4743,L104539,F5d3d3de300fe,Nigeria,FCT,Tomatoes,B,2026-02-13,2026-02-14,86,0.95,9.9,7.93,7.0,6,0.865,LOT00187,614.0,0.89,0.803,6.0,0.15,0.75,HIGH,,,,,,,,,7,4,6,Not Matched
4744,L104540,Fa53556ed02d2,Kenya,Nakuru,Okra,C,2026-02-13,2026-02-13,171,0.74,0.68,36.86,4.3,6,0.992,,,,,,,,,,,,,,,,,5,3,4,Not Matched
4745,L104541,F90d857290f07,South Africa,Free State,Mangoes,A,2026-02-16,2026-02-19,206,1.77,-30.22,23.33,7.8,3,0.346,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4746,L104542,Ffad0b0adbcaa,Nigeria,Rivers,Tomatoes,A,2026-02-14,2026-02-14,102,1.0,8.95,8.7,7.8,5,0.643,LOT00354,548.0,1.06,0.647,6.0,0.15,0.9,HIGH,,,,,,,,,7,4,6,Not Matched
4747,L104543,F2a78d0fd9d20,Nigeria,Kano,Carrots,A,2026-01-29,2026-02-01,254,0.79,8.24,7.76,31.1,21,0.711,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4748,L104544,F328a05de704f,Nigeria,FCT,Bananas,A,2026-02-14,2026-02-15,77,0.72,9.24,8.25,6.7,5,0.738,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4749,L104545,F384d683189d4,Kenya,Nakuru,Leafy Greens,A,2026-02-16,2026-02-16,206,1.79,0.52,37.3,4.4,3,0.7,LOT00124,515.0,1.68,0.83,4.0,0.15,1.43,HIGH,,,,,,,,,4,2,3,Not Matched
4750,L104546,Ff84da07d9da8,South Africa,Western Cape,Tomatoes,B,2026-02-17,2026-02-18,114,1.12,-31.1,22.35,7.0,2,0.281,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4751,L104547,F4dec76727317,South Africa,Limpopo,Potatoes,C,2026-02-06,2026-02-07,96,0.46,-32.03,23.71,39.1,13,0.284,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4752,L104548,Fe300a8fd8607,South Africa,Eastern Cape,Bell Peppers,B,2026-02-11,2026-02-12,65,1.73,-30.56,23.73,10.0,8,0.773,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4753,L104549,Fe418dde9e46b,South Africa,Limpopo,Carrots,B,2026-01-26,2026-01-29,120,0.77,-31.01,24.66,28.0,24,0.864,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4754,L104550,F67b45525d0b3,South Africa,Free State,Bell Peppers,B,2026-02-17,2026-02-19,131,1.88,-29.87,23.28,10.0,2,0.157,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4755,L104551,F2e80e343c9a9,Nigeria,Rivers,Onions,A,2026-02-16,2026-02-17,129,0.61,10.91,10.47,33.3,3,0.174,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4756,L104552,F202b79271690,South Africa,Eastern Cape,Leafy Greens,A,2026-02-13,2026-02-16,111,2.06,-31.16,20.9,4.4,6,0.98,LOT00375,521.0,1.97,0.986,6.0,0.25,1.48,HIGH,,,,,,,,,4,2,3,Not Matched
4757,L104553,F96bf9ad669e9,Nigeria,Oyo,Bell Peppers,B,2026-02-18,2026-02-18,123,1.74,9.31,10.8,10.0,1,0.042,LOT00298,555.0,1.58,0.119,2.0,0.0,1.58,LOW,O200446,0.944,AUTO_MATCH,1.0,500.0,B,10.0,1.57,10,6,8,AUTO_MATCH
4758,L104554,F5fba6af43325,South Africa,Limpopo,Bananas,C,2026-02-14,2026-02-16,153,0.75,-31.45,22.93,5.2,5,0.938,LOT00474,591.0,0.75,0.974,5.0,0.25,0.57,HIGH,,,,,,,,,6,4,5,Not Matched
4759,L104555,Fdb749967db5f,South Africa,Eastern Cape,Potatoes,C,2026-01-21,2026-01-24,71,0.51,-30.03,23.82,39.1,29,0.775,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4760,L104556,F43d046e02771,Nigeria,Kano,Cucumbers,B,2026-02-16,2026-02-17,141,0.81,7.97,6.44,7.0,3,0.464,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4761,L104557,Fa44aa6abc45b,Nigeria,Kaduna,Leafy Greens,A,2026-02-16,2026-02-16,50,1.75,9.39,8.88,4.4,3,0.685,LOT00198,551.0,1.74,0.688,4.0,0.15,1.48,HIGH,,,,,,,,,4,2,3,Not Matched
4762,L104558,F1dd2d48827b7,Nigeria,Lagos,Bananas,A,2026-02-13,2026-02-16,72,0.67,8.77,6.73,6.7,6,0.817,,,,,,,,,,,,,,,,,6,4,5,Not Matched
4763,L104559,F23de6123fa3d,Nigeria,Kano,Onions,A,2026-02-12,2026-02-14,85,0.65,8.35,8.98,33.3,7,0.248,LOT00243,502.0,0.69,0.247,8.0,0.0,0.69,LOW,,,,,,,,,30,18,26,Not Matched
4764,L104560,Fd836e059d720,Nigeria,Kaduna,Potatoes,A,2026-02-13,2026-02-15,64,0.58,9.33,9.24,50.0,6,0.158,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4765,L104561,F7b263cbcd8dc,Nigeria,Kano,Potatoes,B,2026-02-02,2026-02-03,64,0.49,9.76,7.86,45.0,17,0.371,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4766,L104562,Fefc5515792d6,South Africa,Eastern Cape,Mangoes,A,2026-02-14,2026-02-16,119,1.49,-29.68,22.11,7.8,5,0.708,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4767,L104563,F8b752f953b85,Kenya,Nairobi,Cucumbers,B,2026-02-15,2026-02-15,162,0.99,0.58,40.55,7.0,4,0.568,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4768,L104564,F7a70c259218e,South Africa,KwaZulu-Natal,Onions,B,2026-01-31,2026-02-03,61,0.63,-30.03,22.31,30.0,19,0.582,,,,,,,,,,,,,,,,,30,18,26,Not Matched
4769,L104565,Fddc8f3257f4b,Kenya,Machakos,Leafy Greens,A,2026-02-11,2026-02-12,388,1.51,-1.12,37.96,4.4,8,1.0,LOT00030,531.0,1.55,0.999,8.0,0.25,1.16,HIGH,,,,,,,,,4,2,3,Not Matched
4770,L104566,F61c9599edce8,South Africa,Eastern Cape,Cucumbers,A,2026-02-14,2026-02-15,105,1.24,-30.17,21.92,7.8,5,0.638,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4771,L104567,Fcc2fc439dcbb,Nigeria,Oyo,Tomatoes,A,2026-02-15,2026-02-17,79,0.96,7.9,8.29,7.8,4,0.522,LOT00326,606.0,0.97,0.461,4.0,0.08,0.9,MEDIUM,,,,,,,,,7,4,6,Not Matched
4772,L104568,F099473214cca,South Africa,Eastern Cape,Tomatoes,A,2026-02-19,2026-02-22,147,1.22,-29.3,21.68,7.8,0,0.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4773,L104569,F5b9fc823c3ad,South Africa,Western Cape,Leafy Greens,A,2026-02-15,2026-02-17,98,2.01,-28.62,23.13,4.4,4,0.894,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4774,L104570,Fe1091336481f,South Africa,Gauteng,Leafy Greens,A,2026-02-12,2026-02-14,164,1.83,-32.57,22.67,4.4,7,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
4775,L104571,F0828c4c9097a,Kenya,Nairobi,Potatoes,A,2026-02-02,2026-02-02,179,0.63,-0.98,37.51,50.0,17,0.394,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4776,L104572,F7c2cc1c1831a,Nigeria,Lagos,Carrots,C,2026-01-30,2026-01-30,185,0.58,8.9,6.99,24.3,20,0.772,,,,,,,,,,,,,,,,,28,17,24,Not Matched
4777,L104573,F3ef2158ef7db,Nigeria,Lagos,Okra,A,2026-02-19,2026-02-21,175,1.22,9.65,8.52,5.6,0,0.04,LOT00280,517.0,1.12,0.024,0.0,0.0,1.12,LOW,O200430,0.987,AUTO_MATCH,1.0,500.0,B,14.0,1.13,5,3,4,AUTO_MATCH
4778,L104573,F3ef2158ef7db,Nigeria,Lagos,Okra,A,2026-02-19,2026-02-21,175,1.22,9.65,8.52,5.6,0,0.04,LOT00280,517.0,1.12,0.024,0.0,0.0,1.12,LOW,O200433,0.973,AUTO_MATCH,1.0,500.0,A,10.0,1.03,5,3,4,AUTO_MATCH
4779,L104574,F57bdfb91cb98,Kenya,Uasin Gishu,Potatoes,B,2026-02-12,2026-02-15,134,0.49,-1.29,39.27,45.0,7,0.223,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4780,L104575,F107a427cfd34,South Africa,Gauteng,Tomatoes,A,2026-02-14,2026-02-17,183,1.0,-30.8,24.09,7.8,5,0.695,,,,,,,,,,,,,,,,,7,4,6,Not Matched
4781,L104576,F21ef0ac2c45c,South Africa,Eastern Cape,Bell Peppers,A,2026-02-09,2026-02-10,161,1.91,-29.82,21.31,11.1,10,0.948,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4782,L104577,Ffd773603870a,South Africa,Eastern Cape,Potatoes,B,2026-02-02,2026-02-03,177,0.69,-30.86,23.65,45.0,17,0.362,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4783,L104578,F5fd8f7503194,South Africa,Gauteng,Okra,A,2026-02-18,2026-02-20,117,1.58,-30.43,23.55,5.6,1,0.196,LOT00430,541.0,1.4,0.269,2.0,0.0,1.4,LOW,O200091,0.856,AUTO_MATCH,1.0,500.0,A,5.0,1.27,5,3,4,AUTO_MATCH
4784,L104579,F6fdb880d54e1,Nigeria,Kaduna,Bell Peppers,A,2026-02-11,2026-02-12,165,1.77,8.44,8.93,11.1,8,0.69,,,,,,,,,,,,,,,,,10,6,8,Not Matched
4785,L104580,F6cc6c5344dea,Kenya,Nairobi,Potatoes,B,2026-02-07,2026-02-09,170,0.52,-0.98,39.94,45.0,12,0.247,,,,,,,,,,,,,,,,,45,27,38,Not Matched
4786,L104581,F85b7df715fc4,South Africa,Western Cape,Onions,C,2026-01-18,2026-01-18,93,0.6,-31.58,22.56,26.1,32,1.0,,,,,,,,,,,,,,,,,30,18,26,Not Matched
